1	1.000000
2	0.000000
3	-1.000000
4	-2.000000
5	-1.000000
6	0.000000
7	-1.000000
8	-2.000000
9	-1.000000
10	0.000000
11	-1.000000
12	-2.000000
13	-1.000000
14	0.000000
15	-1.000000
16	-2.000000
17	-1.000000
18	0.000000
19	-1.000000
20	0.000000
21	1.000000
22	0.000000
23	-1.000000
24	-2.000000
25	-1.000000
26	0.000000
27	-1.000000
28	0.000000
29	1.000000
30	0.000000
31	-1.000000
32	0.000000
33	1.000000
34	0.000000
35	-1.000000
36	-2.000000
37	-1.000000
38	-2.000000
39	-3.000000
40	-2.000000
41	-1.000000
42	-2.000000
43	-3.000000
44	-4.000000
45	-3.000000
46	-4.000000
47	-5.000000
48	-4.000000
49	-3.000000
50	-4.000000
51	-5.000000
52	-4.000000
53	-3.000000
54	-2.000000
55	-3.000000
56	-2.000000
57	-1.000000
58	-2.000000
59	-3.000000
60	-4.000000
61	-3.000000
62	-4.000000
63	-5.000000
64	-6.000000
65	-5.000000
66	-4.000000
67	-5.000000
68	-6.000000
69	-5.000000
70	-6.000000
71	-7.000000
72	-6.000000
73	-5.000000
74	-6.000000
75	-7.000000
76	-8.000000
77	-7.000000
78	-8.000000
79	-9.000000
80	-10.000000
81	-9.000000
82	-8.000000
83	-9.000000
84	-10.000000
85	-9.000000
86	-10.000000
87	-11.000000
88	-12.000000
89	-11.000000
90	-10.000000
91	-11.000000
92	-10.000000
93	-9.000000
94	-10.000000
95	-11.000000
96	-10.000000
97	-9.000000
98	-8.000000
99	-9.000000
100	-10.000000
101	-9.000000
102	-8.000000
103	-9.000000
104	-8.000000
105	-7.000000
106	-8.000000
107	-9.000000
108	-10.000000
109	-9.000000
110	-10.000000
111	-11.000000
112	-12.000000
113	-11.000000
114	-12.000000
115	-13.000000
116	-12.000000
117	-11.000000
118	-12.000000
119	-13.000000
120	-12.000000
121	-11.000000
122	-10.000000
123	-11.000000
124	-10.000000
125	-9.000000
126	-10.000000
127	-11.000000
128	-10.000000
129	-9.000000
130	-10.000000
131	-11.000000
132	-10.000000
133	-9.000000
134	-8.000000
135	-9.000000
136	-8.000000
137	-7.000000
138	-8.000000
139	-9.000000
140	-10.000000
141	-9.000000
142	-10.000000
143	-11.000000
144	-12.000000
145	-11.000000
146	-10.000000
147	-11.000000
148	-10.000000
149	-9.000000
150	-8.000000
151	-9.000000
152	-8.000000
153	-7.000000
154	-6.000000
155	-7.000000
156	-6.000000
157	-5.000000
158	-6.000000
159	-7.000000
160	-6.000000
161	-5.000000
162	-4.000000
163	-5.000000
164	-4.000000
165	-3.000000
166	-2.000000
167	-3.000000
168	-4.000000
169	-3.000000
170	-2.000000
171	-3.000000
172	-2.000000
173	-1.000000
174	0.000000
175	-1.000000
176	0.000000
177	1.000000
178	0.000000
179	-1.000000
180	0.000000
181	1.000000
182	0.000000
183	-1.000000
184	-2.000000
185	-1.000000
186	-2.000000
187	-3.000000
188	-2.000000
189	-1.000000
190	0.000000
191	-1.000000
192	-2.000000
193	-1.000000
194	-2.000000
195	-3.000000
196	-4.000000
197	-3.000000
198	-2.000000
199	-3.000000
200	-4.000000
201	-3.000000
202	-4.000000
203	-5.000000
204	-6.000000
205	-5.000000
206	-6.000000
207	-7.000000
208	-6.000000
209	-5.000000
210	-6.000000
211	-7.000000
212	-6.000000
213	-5.000000
214	-6.000000
215	-7.000000
216	-8.000000
217	-7.000000
218	-8.000000
219	-9.000000
220	-10.000000
221	-9.000000
222	-8.000000
223	-9.000000
224	-10.000000
225	-9.000000
226	-10.000000
227	-11.000000
228	-10.000000
229	-9.000000
230	-10.000000
231	-11.000000
232	-12.000000
233	-11.000000
234	-10.000000
235	-11.000000
236	-10.000000
237	-9.000000
238	-8.000000
239	-9.000000
240	-10.000000
241	-9.000000
242	-8.000000
243	-9.000000
244	-8.000000
245	-7.000000
246	-8.000000
247	-9.000000
248	-10.000000
249	-9.000000
250	-8.000000
251	-9.000000
252	-10.000000
253	-9.000000
254	-8.000000
255	-9.000000
256	-10.000000
257	-9.000000
258	-8.000000
259	-9.000000
260	-10.000000
261	-9.000000
262	-8.000000
263	-9.000000
264	-10.000000
265	-9.000000
266	-8.000000
267	-9.000000
268	-8.000000
269	-7.000000
270	-8.000000
271	-9.000000
272	-8.000000
273	-7.000000
274	-8.000000
275	-9.000000
276	-10.000000
277	-9.000000
278	-8.000000
279	-9.000000
280	-8.000000
281	-7.000000
282	-6.000000
283	-7.000000
284	-6.000000
285	-5.000000
286	-4.000000
287	-5.000000
288	-6.000000
289	-5.000000
290	-6.000000
291	-7.000000
292	-8.000000
293	-7.000000
294	-6.000000
295	-7.000000
296	-6.000000
297	-5.000000
298	-6.000000
299	-7.000000
300	-8.000000
301	-7.000000
302	-8.000000
303	-9.000000
304	-8.000000
305	-7.000000
306	-6.000000
307	-7.000000
308	-8.000000
309	-7.000000
310	-8.000000
311	-9.000000
312	-10.000000
313	-9.000000
314	-8.000000
315	-9.000000
316	-8.000000
317	-7.000000
318	-6.000000
319	-7.000000
320	-8.000000
321	-7.000000
322	-8.000000
323	-9.000000
324	-8.000000
325	-7.000000
326	-6.000000
327	-7.000000
328	-8.000000
329	-7.000000
330	-6.000000
331	-7.000000
332	-6.000000
333	-5.000000
334	-4.000000
335	-5.000000
336	-4.000000
337	-3.000000
338	-2.000000
339	-3.000000
340	-4.000000
